vol,honbun_seg
010,これも今は昔/治部卿通俊卿/後拾遺を撰ばれける時/秦兼久/))/行き向ひて//おのづから/歌などや入る/と思ひて/うかがひけるに/治部卿/出で会ひて/物語して//いかなる歌か詠みたる/と言はれければ//はかばかしき歌候はず/後三条院/隠れさせ給ひて後/円宗寺に参りて候ひしに/花の匂ひ/昔にも変らず侍りしかば/つかうまつりて候ひしなり/とて//去年見しに色も変らず咲きにけり花こそものは思はざりけれとこそ/つかまつりて候ひしか/と言ひければ/通俊卿//よろしく詠みたり/ただし/けれ/けり/ける/などいふことは/いとしもなき言葉なり/それはさることにて//花こそ/といふ文字こそ/女の童などの名にしつべけれ/とて/いともほめられざりければ/言葉少なにて/立ちて/侍どもありける所に寄りて//この殿は/おほかた/歌のありさま知り給はぬにこそ/かかる人の/撰集承りておはするは/あさましきことかな/四条大納言の歌に/春来てぞ人も問ひける山里は花こそ宿のあるじなりけれと詠み給へるは/めでたき歌とて/世の人口にのりて申すめるは/その歌に//人も問ひける/とあり/また/宿のあるじなりけれ/とあめるは//花こそ/と言ひたるは/それには同じさまなるに/いかなれば/四条大納言のはめでたくて/兼久がは悪かるべきぞ/かかる人の撰集承はりて撰び給ふ/あさましきことなり/と言ひて出でにけり/侍/通俊のもとへ行きて//兼久こそ/かうかう申して/出でぬれ/と語りければ/治部卿/うちうなづきて//さりけりさりけり/物な言ひそ/とぞ言はれける/
011,これも今は昔/京極の源大納言/といふ人おはしけり/仏事をせられけるに/仏前にて/僧に鐘を打たせて/一生不犯なるを選びて/講を行なはれけるに/ある僧の礼盤に上りて/少し顔/気色たがひたるやうになりて/鐘木を取りて/振り回して/打ちもやらで/しばしばかりありければ/大納言//いかに/と思はれけるほどに/やや久しく/ものも言はでありければ/人ども/おぼつかなく思ひけるほどに/この僧/わななきたる声にて//かはつるみはいかが候ふべき/と言ひたるに/諸人/おとがひを放ちて笑ひたるに/一人の侍ありて//かはつるみは/いくつばかりにてさぶらひしぞ/と問ひたるに/この僧/首をひねりて//きと夜部もしてさぶらひき/と言ふに/おほかた/どよみあへり/そのまぎれに/早う逃げにけりとぞ/
012,これも今は昔/比叡の山に児ありけり/僧たち/宵のつれづれに//いざ/かいもちひせん/と言ひけるを/この児/心寄せに聞きけり//さりとて/し出ださんを待ち/寝ざらんも悪かりなん/と思ひて/かたかたに寄りて/寝たるよしにて/出で来るを待ちけるに/すでにし出だしたるさまにて/ひしめきあひたり/この児//さだめて/おどろかさんずらん/と待ち居たるに/僧の//もの申しさぶらはむ/おどろかせ給へ/と言ふを//うれし/とは思へども//ただ一度にいらへんも//待ちけるか/ともぞ思ふ/とて//今一声呼ばれていらへん/と念じて寝たるほどに//や/な起こし奉りそ/幼き人は寝入り給ひにけり/と言ふ声のしければ//あなわびし/と思ひて//今一度起こせかし/と思ふほどに/聞けば//ひしひし/と/ただ食ひに食ふ音のしければ/ずちなくて/無期の後に//えい/といらへたりければ/僧達/笑ふこと限りなし/
013,これも今は昔/田舎の児の/比叡の山へ登りたりけるが/桜のめでたく咲きたりけるに/風のはげしく吹きけるを見て/この児/さめざめと泣きけるを見て/僧の/やはら寄りて//など/かうは泣かせ給ふぞ/この花の散るを/惜しう思えさせ給ふか/桜ははかなきものにて/かくほどなくうつろひ候ふなり/されども/さのみぞ候ふ/と慰めければ//桜の散らんは/あながちにいかがせん/苦しからず/わが父の作りたる/麦の花散りて/実の入らざらん/思ふがわびしき/と言ひて/さくりあげて//よよ/と泣きければ/うたてしやな/
014,これも今は昔/源大納言定房といひける人のもとに/小藤太といふ侍ありけり/やがて/女房にあひ具してぞありける/娘も女房にて使はれけり/この小藤太は/殿の沙汰をしければ/三通り四通りに居広げてぞありける/この娘の女房に/生良家子の通ひけるありけり/宵に忍びて/局へ入りにけり/暁より雨降りて/え帰らで/局に忍びて臥したりけり/この娘の女房は/上へのぼりにけり/この聟の君/屏風を立て回して寝たりける/春雨/いつとなく降りて/帰るべきやうもなくて/臥したりけるに/この舅の小藤太//この聟の君/つれづれにておはすらん/とて/肴/折敷にすゑて持て/いま片手に/提に酒を入れて/縁より入らんは/人/見つべし/と思ひて/奥の方より/さりげなくて持て行くに/この聟の君は/衣を引きかづきて/のけざまに臥したりけり//この女房の/とくおりよかし/と/つれづれに思ひて臥したりけるほどに/奥の方より/遣戸を開けければ/疑ひなく/この女房の上よりおるるぞ/と思ひて/衣をば顔にかづきながら/あの物をかき出だして/腹をそらして/けしけしと起こしければ/小藤太/おびえて/なけされかへりけるほどに/肴も打散らし/酒もさながらうちこぼして/大ひげをささげて/のけざまに伏して倒れたり/頭を荒う打ちて/まくれ入りて臥せりけりとか/
015,これも今は昔/越後国より/鮭を馬に負ほせて/二十駄ばかり/粟田口より京へ負ひ入りけり/それに/粟田口の鍛冶が居たるほどに/頂き禿げたる大童子の/まみしぐれて/ものむつかしう/うららかにも見えぬが/この鮭の馬の中に走り入りにけり/道は狭くて/馬なにかとひしめきける間/この大童子/走り添ひて/鮭を二つ/引き抜きて/ふところへ引き入れてけり/さて/さりげなくて走り先立ちけるを/この鮭に具したる男/見てけり/走り先き立ちて/童のたて首を取りて/引きとどめて言ふやう/わ先生は/いかで/この鮭を盗むぞ/と言ひければ/大童子//さることなし/何を証拠にて/かうはのたまふぞ/わぬしが取りて/この大童子におほするなり/と言ふ/かくひしめくほどに/上り下る者/市をなして/行きもやらで見あひたり/さるほどに/この鮭の綱丁//まさしく/わ先生/取りてふところへ引き入れつ/と言ふ/大童子はまた//わぬしこそ/盗みつれ/と言ふ時に/この鮭に付きたる男//せんずる所/われも人も/ふところを見ん/と言ふ/大童子//さまでやは/あるべき/など言ふほどに/この男/袴を脱ぎて/ふところを広げて/くわ/見給へ/と言ひて/ひしひしとす/さて/この男/大童子につかみ付きて//わ先生/はや/もの脱ぎ給へ/と言へば/童//様悪しとよ/さまであるべきことか/と言ふを/この男/ただ脱がせに脱がせて/前を引き開けたるに/腰に鮭を二つ/腹にそへて差したり/男//くはくは/と言ひて引き出だしたりける時に/この童子うち見て/あはれ/勿体なきぬしかな/こがやうに裸になして/あさらんには/いかなる女御/后なりとも/腰に鮭の一/二尺なきやうはありなんや/と言ひたりければ/そこら立ち止まりて見ける者ども/一度に/はっ/と笑ひけるとか/
016,今は昔/丹後国に老尼ありけり//地蔵菩薩は暁ごとに歩き給ふ/といふことを/ほのかに聞きて/暁ごとに//地蔵見奉らん/とて/ひと世界をまどひ歩くに/博打の/うち呆けて居たるが見て//尼君は寒きに/なにわざし給ふぞ/と言へば//地蔵菩薩の/暁に歩き給ふなるに/会ひ参らせんとて/かく歩くなり/と言へば//地蔵の歩かせ給ふ道は/われこそ知りたれ/いざ給へ/会はせ参らせん/と言へば//あはれ/嬉しきことかな/地蔵の歩かせ給はん所へ/われを率ておはせよ/と言へば//われに物を得させ給へ/やがて率て奉らん/と言ひければ//この着たる衣/奉らん/と言へば//さは/いざ給へ/とて/隣なる所へ率ていく/尼/よろこびて/急ぎ行くに/そこの子に/地蔵といふ童ありけるを/それが親を知りたりけるによりて//地蔵は/と問ひければ/親/遊びに往ぬ/今/来なん/と言へば//くは/ここなり/地蔵のおはします所は/と言へば/尼/嬉しくて/つむぎの衣を脱ぎて取らすれば/博打は急ぎて取りて去ぬ/尼は//地蔵/見参らせん/とて居たれば/親どもは心も得ず//など//この童を見ん/と思ふらん/と思ふほどに/十ばかりなる童の来たるを//くは/地蔵よ/と言へば/尼/見るままに/是非も知らず/伏しまろびて/拝み入りて/土にうつぶしたり/童/楚(すはえ/を持ちて遊びけるままに来たりけるが/その楚して/手すさみのやうに額を掻けば/額より顔の上まで裂けぬ/裂けたる中より/えもいはずめでたき地蔵の御顔/見え給ふ/尼/拝み入りて/うち見上げたれば/かくて立ち給へれば/涙を流して/拝み入り参らせて/やがて極楽へ参りにけり/されば/心にだにも深く念じつれば/仏も見え給ふなりけると信ずべし/
017,今は昔/修行者のありけるが/津の国まで行きたりけるに/日暮れて/りうせん寺とて/大きなる寺の古りたるが/人もなきありけり/これは人宿らぬ所といへども/そのあたりに/また宿るべき所もなかりければ//いかがせん/と思ひて/負ひうちおろして/内に入りて居たり/不動の呪を唱へて居たるに//夜中ばかりにやなりぬらん/と思ふほどに/人々の声/あまたして来る音す/見れば/手ごとに火を灯して/人/百人ばかり/この堂の内に来集ひたり/近くて見れば/目一つ付きたりなど/様々なり/人にもあらず/あさましき物どもなりけり/あるいは角生ひたり/頭もえもいはず恐しげなる物どもなり//恐ろし/と思へども/すべきやうもなくて居たれば/をのをの/みな居ぬ/一人ぞ/また所もなくて/え居ずして/火をうち振りて/われをつらつらと見て言ふやう//わが居るべき座に/新しき不動尊こそ居給ひたれ/今夜ばかりは/外におはせ/とて/片手して/われを引き下げて/堂の軒の下に据ゑつ/さるほどに//暁になりぬ/とて/この人々/ののしりて帰りぬ//まことにあさましく/恐ろしかりける所かな/とく夜の明けよかし/往なん/と思ふに/からうじて夜明けたり/うち見回したれば/ありし寺もなし/はるばるとある野の/来し方も見えず/人の踏み分けたる道も見えず/行くべき方もなければ//あさまし/と思ひて居たるほどに/まれまれ馬に乗りたる人どもの/人/あまた具して出で来たり/いとうれしくて//ここは/いづくとか申す/と問へば//などかくは問ひ給ふぞ/肥前国ぞかし/と言へば//あさましきわざかな/と思ひて/ことのやう/詳しく言へば/この馬なる人も//いと希有のことかな/肥前国にとりても/これは奥の郡なり/これは御館へ参るなり/と言へば/修行者/喜びて/道も知り候はぬに/さらば/道までも参らん/と言ひて行きければ/これより京へ行くべき道など教へければ/船尋ねて/京へ上りにけり/さて/人どもに//かかるあさましきことこそありしか/津の国のりうせん寺といふ寺に宿りたりしを/鬼どもの来て//所せばし/とて//あたらしき不動尊/しばし雨だりにもおはしませ/と言ひて/かき抱きて/雨だりについ据ゆと思ひしに/肥前国の奥の郡にこそ居たりしか/かかる/あさましきことにこそ/あひたりしか/とぞ/京に来て語りけるとぞ/
018,今は昔/利仁の将軍の若かりける時/その時の一の人の御もとに/恪勤して候ひけるに/正月に大饗せられけるに/そのかみ/大饗果てて/取食みといふ者をば呼びて/入れずして/大饗のおろし米とて/給仕したる恪勤の者どもの食ひけるなり/その所に/年ごろになりて/給したる者の中には/所得たる五位ありけり/そのおろし米の座にて/芋粥すすりて/舌うちをして//あはれ/いかで芋粥に飽かん/と言ひければ/利仁/これを聞きて//大夫殿/いまだ芋粥に飽かせ給はずや/と問ふ/五位//いまだ飽き侍らず/と言へば//飽かせ奉りてんかし/と言へば//かしこく侍らん/とて/やみぬ/さて四/五日ばかりありて/曹司住みにてありける所へ/利仁来て言ふやう//いざさせ給へ/湯あみに/大夫殿/と言へば//いとかしこきことかな/今宵/身の痒く侍りつるに/乗り物こそは侍らね//と言へば//ここに/あやしの馬具して侍り/と言へば//あなうれし/あなうれし/と言ひて/薄綿の衣二つばかりに/青鈍の指貫の裾破れたるに/同じ色の狩衣の/肩少し落ちたるに/下の袴も着ず/鼻高なるものの/先は赤みて/穴のあたり濡ればみたるは//すす鼻をのごはぬなめり/と見ゆ/狩衣の後ろは/帯に引きゆがめられたるままに/引きもつくろはぬは/いみじう見苦し/をかしけれども/先に立てて/われも人も馬に乗りて/河原ざまにうち出でぬ/五位の供には/あやしの童だになし/利仁が供には/調度がけ/舎人/雑色/一人ぞありける/河原うち過ぎて/粟田口にかかるに//いずくへぞ/と問へば/ただ//ここぞ/ここぞ/とて/山科も過ぎぬ//こは/いかに//ここぞ/ここぞ/とて/山科も過ぐしつるは/と言へば//あしこ/あしこ/とて/関山も過ぎぬ//ここぞ/ここぞ/とて/三井寺に知りたる僧のもとへ行きたれば//ここに湯沸かすと思ふだにも/物ぐるほしう遠かりけり/と思ふに/ここにも湯ありげにもなし//いづら/湯は/と言へば//まことは敦賀へ率て奉るなり/と言へば//物ぐるほしうおはしける/京にて/さと/のたまはましかば/下人なども具すべかりけるを/と言へば/利仁/あざ笑ひて//利仁/独り侍らば/千人と思せ/と言ふ/かくて/物など食ひて急ぎ出でぬ/そこにてぞ/利仁/胡籙取りて負ひける/かくて行くほどに/三津の浜に/狐の一つ/走り出でたるを見て//良き便り出で来たり/とて/利仁/狐を押しかくれば/狐/身を投げて逃ぐれども/追ひ責められて/え逃げず/落ちかかりて/狐の尻足を取りて引き上げつ/乗りたる馬は/いとかしこしとも見えざりつれども/いみじき逸物にてありければ/いくばくものばさずして/捕へたる所に/この五位/走らせて行き付きたれば/狐を引き上げて言ふやうは/わ狐/今宵の内に/利仁が家の敦賀にまかりて/言はむやうは/にはかに客人を具し奉りて下るなり/明日の巳の時に/高島辺に/男ども/迎へに馬に鞍置きて/二疋具してまうで来/と言へ/もし/言はぬものならば/わ狐/ただこころみよ/狐は変化あるものなれば/今日のうちに行き着きて言へ/とて放てば//荒涼の使ひかな/と言ふ//よし御覧ぜよ/まからでは/よにあらじ/と言ふに/はやく狐/見返し見返しして/前に走り行く//よく/まかるめり/と言ふにあはせて/走り先き立ちて/失せぬ/かくて/その夜は道に留りて/つとめて/とく出でて行くほどに/まことに巳時ばかりに/三十騎ばかり/こりて来る者あり//なににかあらん/と見るに//男ども/詣で来たり/と言へば//不定のことかな/と言ふほどに/ただ近に近くなりて/はらはらと降るるほどに/これ見よ/まことにおはしたるは/と言へば/利仁/うちほほ笑みて/何ごとぞ/と問ふ/おとなしき郎等/進みて//希有のことの候ひつるなり/と言ふ//まづ/馬はありや/と言へば//二疋さぶらふ/と言ふ/食ひ物などして来ければ/そのほどに下り居て食ふついでに/おとなしき郎等の言ふやう/夜べ/希有のことのさぶらひしなり/戌時ばかりに/台盤所の/胸をきりにきりて病ませ給ひしかば//いかがなることにか/とて/にはかに/僧召さん/など/騒がせ給ひしほどに/てづから仰せさぶらふやう/何か騒がせ給ふ/おのれは狐なり/別のことなし/この五日/三津の浜にて/殿の下らせ給ひつるに逢ひ奉りたりつるに/逃げつれども/え逃げで/捕へられ奉りたりつるに//今日のうちに/わが家に行き着きて//客人/具し奉りてなん下る/明日/巳時に/馬二つにに鞍置きて/具して/男ども/高島の津に参り合へ/と言へ/もし/今日のうちに行き着きて言はずは/からき目/見せんずるぞ/と仰せられつるなり/をのこども/とくとく出で立ちて参れ/遅く参らば/われは勘当かうぶりなん/と/怖ぢ騒がせ給ひつれば/をのこどもに召し仰せさぶらひつれば/例ざまにならせ給にき/その後/鳥とともに参りさぶらひつるなり/と言へば/利仁/うち笑みて/五位に見合はすれば/五位/あさまし/と/思たり/物など食ひ果てて/急ぎ立ちて/暗々に行き着きぬ//これ見よ/まことなりけり/と/あさみあひたり/五位は馬より下りて/家のさまを見るに/にぎははしくめでたきこと/ものにも似ず/もと着たる衣二つが上に/利仁が宿衣を着せたれども/身の中しすきたるべければ/いみじう寒げに思ひたるに/長炭櫃に火を多うおこしたり/畳/厚らかに敷きて/果物/食ひ物しまうけて/たのしく思ゆるに//道のほど/寒くおはしつらん/とて/練色の衣の/綿厚らかなる/三つひき重ねて持て来て/うち覆ひたるに/楽しとはおろかなり/物食ひなどして/こと静まりたるに/舅の有仁/出で来て言ふやう//こはいかで/かくはわたらせ給へるぞ/これにあはせて/御使のさま/物ぐるほしうて/上/にはかに病ませ奉り給ふ/希有のことなり/といへば/利仁/うち笑ひて//物の心みん/と思ひてしたりつることを/まことに詣で来て/告げて侍るにこそあんなれ/と言へば/舅も笑ひて/希有のことなり/と言ふ//具し奉らせ給ひつらん人は/このおはします殿の御事か/と言へば//さに侍り//芋粥にいまだ飽かず/と仰せらるれば//飽かせ奉らん/とて/率て奉りたる/言へばやすきものども/え飽かせ給はざりけるかな/とて/たはぶるれば/五位///東山に湯沸かしたり/とて/人を謀り出でて/かくのたまふなり/など言ひたはぶれて/夜少し更けぬれば/舅も入ぬ/寝所とおぼしき所に/五位/入りて/寝んとするに/綿/四/五寸ばかりある直垂あり/わがもとの薄綿は/むつかしう/何のあるにか/痒き所も出で来る衣なれば/脱ぎ置きて/練色の衣三つが上に/この直垂ひき着て臥したる心/いまだならはぬに/気もあげつべし/汗水にて臥したるに/また/傍らに人のはたらけば//誰そ/と問へば///御足給へ/と候へば/参りつるなり/と言ふ/気配にくからねば/かき臥せて/風のすく所に臥せたり/かかるほどに/物高く言ふ声す//何事ぞ/と聞けば/男の叫びて言ふやう//この辺の下人/承はれ/明日の卯の時に/切り口三寸/長さ五尺の芋/おのおの一筋づつ持て参れ/と言ふなりけり//あさましう/おほのかにも言ふものかな/と聞きて/寝入りぬ/暁方に聞けば/庭に筵敷く音のするを//何わざするにかあらん/と聞くに/小屋当番よりはじめて/起き立ちて居たるほどに/蔀上げたるに/見れば/長筵をぞ四/五枚敷きたる//なにの料にかあらん/と見るほどに/下種男の/木のやうなる物を肩にうちかけて来て/一筋置きて去ぬ/その後/うち続き持て来つつ置くを見れば/まことに口二/三寸ばかりの芋の/五/六尺ばかりなるを/一筋づつ持て来て/置くとすれど/巳時まで置きければ/居たる屋と等しく置きなしつ/夜べ叫びしは/はやう/その辺にある下人のかぎりに/物言ひ聞かす/とて//人呼びの岡/とてある塚の上にて言ふなりけり/ただ/その声の及ぶ限りの/めぐりの下人の限りの持て来るにだに/さばかり多かり/まして/立ちのきたる従者どもの多さを思ひやるべし//あさまし/と見たるほどに/五石なはの釜を/五六舁持て来て/庭に杭ども打ちて/据ゑわたしたり//何の料ぞ/と見るほどに/しほきぬの襖といふ物着て/帯して/若やかに汚なげなき女どもの/白く新しき桶に水を入れて/この釜どもにさくさくと入る//何ぞ/湯沸かすか/と見れば/この水と見るは/味煎なりけり/沸かす男どもの/袂より手出だしたる/うすらかなる刀の/長やかなる持たるが/十余人ばかり出で来て/この芋を剥きつつ/すき切りに切れば//はやく/芋粥煮るなりけり/と見るに/食ふべき心地もせず/かへりてはうとましくなりにたり/さらさらとかへらかして//芋粥/出で詣で来にたり/と言ふ//参らせよ/とて/まづ大きなる土器具して/金の提の一斗ばかり入りぬべきに/三/四に入れて//且/とて持て来たるに/飽きて/一盛りをだにえ食はず//飽きにたり/と言へば/いみじう笑ひて/集まりて居て//客人殿の御徳に/芋粥食ひつ/と言ひあへり/かやうにするほどに/向ひの長屋の軒に/狐のさし覗きて居たるを/利仁/見付て//かれ御覧ぜよ/候ひし狐の見参するを/とて//かれに物食はせよ/と言ひければ/食はするに/うち食ひてけり/かくて/よろづのこと/楽しといへばおろかなり/一月ばかりありて上りけるに/褻/納めの装束ども/あまたくだり/また/ただの八丈/綿/絹など皮子どもに入れて取らせ/はじめの夜の直垂/はた/さらなり/馬に鞍置きながら取らせてこそ送りけれ/きう者なれども/所につけて/年ごろになりてゆるされたる者は/さる者の/おのづからあるなりけり/
019,今は昔/清徳聖といふ聖のありけるが/母の死にたりければ/棺にうち入れて/ただ一人/愛宕の山に持て行きて/大きなる石を四つの隅に置きて/その上にこの棺をうち置きて/千手陀羅尼を片時休む時もなく/うち寝ることもせず/物も食はず/湯水も飲まで/声絶えもせず/誦し奉りて/この棺をめぐること/三年になりぬ/その年の春/夢ともなく/うつつともなく/ほのかに母の声にて//この陀羅尼を/かく夜昼誦し給へば/われは/はやく男子となりて/天に生まれにしかども//同じくは仏になりて告げ申さん/とて/今までは告げ申さざりつるぞ/今は仏になりて/告げ申すなり/と言ふと聞こゆる時//さ思ひつることなり/今ははやうなり給ひぬらん/とて/取り出でて/そこにて焼きて/骨取り集めて/埋みて/上に石の卒塔婆など立てて/例のやうにして/京へ出づる道に/なぎいと多く生ひたる所あり/この聖/困じて/物いと欲しかりければ/道すがら折りて食くほどに/主の男出で来て見れば/いと貴げなる聖の/かくすずろに折り食へば//あさまし/と思て//いかに/かくは召すぞ/と言ふ/聖//困じて/苦しきままに食ふなり/と言ふ時に//さらば/参りぬべくは/いま少しも/召さまほしからんほど召せ/といへば/三十筋ばかり//むずむず/と折り食ふ/このなぎは三町ばかりぞ植ゑたりけるに/かく食へば/いとあさましく/食はんやうも見まほしくて//召しつべくは/いくらも召せ/と言へば//あな/貴/とて/うちゐざりうちゐざり/折りつつ/三町をさながら食ひつ/主の男//あさましう/物食ひつべき聖かな/と思ひて//しばし居させ給へ/物して召させん/とて/白米一石取り出でて/飯にして食はせたれば//年ごろ物も食はで困じたるに/とて/みな食ひて/出でて往ぬ/この男/いとあさまし/と思ひて/これを人に語りけるを聞きつつ/坊城の右の大殿に/人の語り参らせければ//いかでか/さはあらん/心得ぬことかな/呼びて物食はせてみん/と思して//結縁のために/物参らせて見ん/とて/呼ばせ給ひければ/いみじげなる聖/歩み参る/その後に/餓鬼/畜生/虎/狼/犬/烏/万の鳥獣ども/千万と歩み続きて来けるを/こと人の目におほかた見えず/ただ聖一人とのみ見えけるに/この大臣/見付け給ひて//さればこそ/いみじき聖にこそありけれ/めでたし/と思して/白米十石をおものにして/新しき莚/薦に/折敷/桶/櫃などに入れて/いくいくと置きて/食はせさせ給ひければ/後に立ちたる物どもに食はすれば/集まりて/手をささげて/みな食ひつ/聖はつゆ食はで/悦びて出でぬ//さればこそ/ただ人にはあらざりけり/仏などの変じて歩き給にや/と思しけり/こと人の目には/ただ聖一人して食ふとのみ見えければ/いといとあさましきことに思ひけり/さて/出でて行くほどに/四条の北なる小路に/穢土をまる/この後に具したるもの/し散らしたれば/ただ墨のやうに黒きゑどを/ひまもなく/はるばるとし散らしたれば/下種なども汚ながりて/その小路を/糞の小路/と付けたりけるを/御門/聞かせ給ひて//その四条の南をば/何といふ/と問はせ給ひければ//綾小路となん申すす/と申しければ//さらば/これをば錦小路と言へかし/あまり汚なき名かな/と仰せられけるよりしてぞ/錦小路とは言ひける/
